date,close
2018/1/16,276.9700012
2018/1/17,279.6099854
2018/1/18,279.1400146
2018/1/19,280.4100037
2018/1/22,282.6900024
2018/1/23,283.2900085
2018/1/24,283.1799927
2018/1/25,283.2999878
2018/1/26,286.5799866
2018/1/29,284.6799927
2018/1/30,281.7600098
2018/1/31,281.8999939
2018/2/1,281.5799866
2018/2/2,275.4500122
2018/2/5,263.9299927
2018/2/6,269.1300049
2018/2/7,267.6700134
2018/2/8,257.6300049
2018/2/9,261.5
2018/2/12,265.3399963
2018/2/13,266
2018/2/14,269.5899963
2018/2/15,273.0299988
2018/2/16,273.1099854
2018/2/20,271.3999939
2018/2/21,270.0499878
2018/2/22,270.3999939
2018/2/23,274.7099915
2018/2/26,277.8999939
2018/2/27,274.4299927
2018/2/28,271.6499939
2018/3/1,267.7000122
2018/3/2,269.0799866
2018/3/5,272.1900024
2018/3/6,272.8800049
2018/3/7,272.7799988
2018/3/8,274.1000061
2018/3/9,278.8699951
2018/3/12,278.519989
2018/3/13,276.7200012
2018/3/14,275.2999878
2018/3/15,275
2018/3/16,274.2000122
2018/3/19,270.4899902
2018/3/20,270.9500122
2018/3/21,270.4299927
2018/3/22,263.6700134
2018/3/23,258.0499878
2018/3/26,265.1099854
2018/3/27,260.6000061
2018/3/28,259.8299866
2018/3/29,263.1499939
2018/4/2,257.4700012
2018/4/3,260.769989
2018/4/4,263.5599976
2018/4/5,265.6400146
2018/4/6,259.7200012
2018/4/9,261
2018/4/10,265.1499939
2018/4/11,263.7600098
2018/4/12,265.9299927
2018/4/13,265.1499939
2018/4/16,267.3299866
2018/4/17,270.1900024
2018/4/18,270.3900146
2018/4/19,268.8900146
2018/4/20,266.6099854
2018/4/23,266.5700073
2018/4/24,262.980011
2018/4/25,263.6300049
2018/4/26,266.3099976
2018/4/27,266.5599976
2018/4/30,264.5100098
2018/5/1,264.980011
2018/5/2,263.2000122
2018/5/3,262.6199951
2018/5/4,266.019989
2018/5/7,266.9200134
2018/5/8,266.9200134
2018/5/9,269.5
2018/5/10,272.019989
2018/5/11,272.8500061
2018/5/14,272.980011
2018/5/15,271.1000061
2018/5/16,272.2399902
2018/5/17,272.0100098
2018/5/18,271.3299866
2018/5/21,273.3699951
2018/5/22,272.6099854
2018/5/23,273.3599854
2018/5/24,272.7999878
2018/5/25,272.1499939
2018/5/29,269.019989
2018/5/30,272.6099854
2018/5/31,270.9400024
2018/6/1,273.6000061
2018/6/4,274.8999939
2018/6/5,275.1000061
2018/6/6,277.3999939
2018/6/7,277.3699951
2018/6/8,278.1900024
2018/6/11,278.5599976
2018/6/12,278.9200134
2018/6/13,278.0299988
2018/6/14,278.730011
2018/6/15,277.1300049
2018/6/18,276.5599976
2018/6/19,275.5
2018/6/20,275.9700012
2018/6/21,274.2399902
2018/6/22,274.7399902
2018/6/25,271
2018/6/26,271.6000061
2018/6/27,269.3500061
2018/6/28,270.8900146
2018/6/29,271.2799988
2018/7/2,271.8599854
2018/7/3,270.8999939
2018/7/5,273.1099854
2018/7/6,275.4200134
2018/7/9,277.8999939
2018/7/10,278.8999939
2018/7/11,276.8599854
2018/7/12,279.3699951
2018/7/13,279.5899963
2018/7/16,279.3399963
2018/7/17,280.4700012
2018/7/18,281.0599976
2018/7/19,280
2018/7/20,279.6799927
2018/7/23,280.2000122
2018/7/24,281.6099854
2018/7/25,284.0100098
2018/7/26,283.3399963
2018/7/27,281.4200134
2018/7/30,279.9500122
2018/7/31,281.3299866
2018/8/1,280.8599854
2018/8/2,282.3900146
2018/8/3,283.6000061
2018/8/6,284.6400146
2018/8/7,285.5799866
2018/8/8,285.4599915
2018/8/9,285.0700073
2018/8/10,283.1600037
2018/8/13,282.1000061
2018/8/14,283.8999939
2018/8/15,281.7799988
2018/8/16,284.0599976
2018/8/17,285.0599976
2018/8/20,285.6700134
2018/8/21,286.3399963
2018/8/22,286.1700134
2018/8/23,285.7900085
2018/8/24,287.5100098
2018/8/27,289.7799988
2018/8/28,289.9200134
2018/8/29,291.480011
2018/8/30,290.2999878
2018/8/31,290.3099976
2018/9/4,289.8099976
2018/9/5,289.0299988
2018/9/6,288.1600037
2018/9/7,287.6000061
2018/9/10,288.1000061
2018/9/11,289.0499878
2018/9/12,289.1199951
2018/9/13,290.8299866
2018/9/14,290.8800049
2018/9/17,289.3399963
2018/9/18,290.9100037
2018/9/19,291.2200012
2018/9/20,293.5799866
2018/9/21,291.9899902
2018/9/24,291.019989
2018/9/25,290.75
2018/9/26,289.8800049
2018/9/27,290.6900024
2018/9/28,290.7200012
2018/10/1,291.730011
2018/10/2,291.5599976
2018/10/3,291.7200012
2018/10/4,289.4400024
2018/10/5,287.8200073
2018/10/8,287.8200073
2018/10/9,287.3999939
2018/10/10,278.2999878
2018/10/11,272.1700134
2018/10/12,275.9500122
2018/10/15,274.3999939
2018/10/16,280.3999939
2018/10/17,280.4500122
2018/10/18,276.3999939
2018/10/19,276.25
2018/10/22,275.0100098
2018/10/23,273.6099854
2018/10/24,265.3200073
2018/10/25,270.0799866
2018/10/26,265.3299866
2018/10/29,263.8599854
2018/10/30,267.769989
2018/10/31,270.6300049
2018/11/1,273.5100098
2018/11/2,271.8900146
2018/11/5,273.3900146
2018/11/6,275.1199951
2018/11/7,281.0100098
2018/11/8,280.5
2018/11/9,277.7600098
2018/11/12,272.5700073
2018/11/13,272.0599976
2018/11/14,270.2000122
2018/11/15,273.019989
2018/11/16,273.730011
2018/11/19,269.1000061
2018/11/20,264.1199951
2018/11/21,265.019989
2018/11/23,263.25
2018/11/26,267.5
2018/11/27,268.3999939
2018/11/28,274.5799866
2018/11/29,273.980011
2018/11/30,275.6499939
2018/12/3,279.2999878
2018/12/4,270.25
2018/12/6,269.8399963
2018/12/7,263.5700073
2018/12/10,264.0700073
2018/12/11,264.1300049
2018/12/12,265.4599915
2018/12/13,265.3699951
2018/12/14,260.4700012
2018/12/17,255.3600006
2018/12/18,255.0800018
2018/12/19,251.2599945
2018/12/20,247.1699982
2018/12/21,240.6999969
2018/12/24,234.3399963
2018/12/26,246.1799927
2018/12/27,248.0700073
2018/12/28,247.75
2018/12/31,249.9199982
2019/1/2,250.1799927
2019/1/3,244.2100067
2019/1/4,252.3899994
2019/1/7,254.3800049
2019/1/8,256.769989
2019/1/9,257.9700012
2019/1/10,258.8800049
2019/1/11,258.980011
2019/1/14,257.3999939
2019/1/15,260.3500061
2019/1/16,260.980011
2019/1/17,262.9599915
2019/1/18,266.4599915
2019/1/22,262.8599854
2019/1/23,263.4100037
2019/1/24,263.5499878
2019/1/25,265.7799988
2019/1/28,263.7600098
2019/1/29,263.4100037
2019/1/30,267.5799866
2019/1/31,269.9299927
2019/2/1,270.0599976
2019/2/4,271.9599915
2019/2/5,273.1000061
2019/2/6,272.7399902
2019/2/7,270.1400146
2019/2/8,270.4700012
2019/2/11,270.6199951
2019/2/12,274.1000061
2019/2/13,274.9899902
2019/2/14,274.3800049
2019/2/15,277.3699951
2019/2/19,277.8500061
2019/2/20,278.4100037
2019/2/21,277.4200134
2019/2/22,279.1400146
2019/2/25,279.519989
2019/2/26,279.3200073
2019/2/27,279.2000122
2019/2/28,278.6799927
2019/3/1,280.4200134
2019/3/4,279.3999939
2019/3/5,279.019989
2019/3/6,277.3299866
2019/3/7,275.0100098
2019/3/8,274.4599915
2019/3/11,278.4400024
2019/3/12,279.4899902
2019/3/13,281.3399963
2019/3/14,281.1600037
2019/3/15,281.3099976
2019/3/18,282.3299866
2019/3/19,282.3999939
2019/3/20,281.5499878
2019/3/21,284.730011
2019/3/22,279.25
2019/3/25,279.0400085
2019/3/26,281.1199951
2019/3/27,279.6499939
2019/3/28,280.7099915
2019/3/29,282.480011
2019/4/1,285.8299866
2019/4/2,285.9700012
2019/4/3,286.4200134
2019/4/4,287.1799927
2019/4/5,288.5700073
2019/4/8,288.7900085
2019/4/9,287.3099976
2019/4/10,288.2900085
2019/4/11,288.2099915
2019/4/12,290.1600037
2019/4/15,289.9700012
2019/4/16,290.1600037
2019/4/17,289.4500122
2019/4/18,290.019989
2019/4/22,290.269989
2019/4/23,292.8800049
2019/4/24,292.230011
2019/4/25,292.0499878
2019/4/26,293.4100037
2019/4/29,293.8699951
2019/4/30,294.019989
2019/5/1,291.8099976
2019/5/2,291.1799927
2019/5/3,294.0299988
2019/5/6,292.8200073
2019/5/7,287.9299927
2019/5/8,287.5299988
2019/5/9,286.6600037
2019/5/10,288.1000061
2019/5/13,280.8599854
2019/5/14,283.3999939
2019/5/15,285.0599976
2019/5/16,287.7000122
2019/5/17,285.8399963
2019/5/20,283.9500122
2019/5/21,286.5100098
2019/5/22,285.6300049
2019/5/23,282.1400146
2019/5/24,282.7799988
2019/5/28,280.1499939
2019/5/29,278.269989
2019/5/30,279.0299988
2019/5/31,275.269989
2019/6/3,274.5700073
2019/6/4,280.5299988
2019/6/5,282.9599915
2019/6/6,284.7999878
2019/6/7,287.6499939
2019/6/10,288.9700012
2019/6/11,288.8999939
2019/6/12,288.3900146
2019/6/13,289.5799866
2019/6/14,289.2600098
2019/6/17,289.3699951
2019/6/18,292.3999939
2019/6/19,293.0599976
2019/6/20,295.8599854
2019/6/21,294
2019/6/24,293.6400146
2019/6/25,290.7600098
2019/6/26,290.4700012
2019/6/27,291.5
2019/6/28,293
2019/7/1,295.6600037
2019/7/2,296.4299927
2019/7/3,298.7999878
2019/7/5,298.4599915
2019/7/8,296.8200073
2019/7/9,297.1900024
2019/7/10,298.6099854
2019/7/11,299.3099976
2019/7/12,300.6499939
2019/7/15,300.75
2019/7/16,299.7799988
2019/7/17,297.7399902
2019/7/18,298.8299866
2019/7/19,297.1700134
2019/7/22,297.8999939
2019/7/23,300.0299988
2019/7/24,301.4400024
2019/7/25,300
2019/7/26,302.0100098
2019/7/29,301.4599915
2019/7/30,300.7200012
2019/7/31,297.4299927
2019/8/1,294.8399963
2019/8/2,292.6199951
2019/8/5,283.8200073
2019/8/6,287.7999878
2019/8/7,287.9700012
2019/8/8,293.6199951
2019/8/9,291.6199951
2019/8/12,288.0700073
2019/8/13,292.5499878
2019/8/14,283.8999939
2019/8/15,284.6499939
2019/8/16,288.8500061
2019/8/19,292.3299866
2019/8/20,290.0899963
2019/8/21,292.4500122
2019/8/22,292.3599854
2019/8/23,284.8500061
2019/8/26,288
2019/8/27,286.8699951
2019/8/28,288.8900146
2019/8/29,292.5799866
2019/8/30,292.4500122
2019/9/3,290.7399902
2019/9/4,294.0400085
2019/9/5,297.8200073
2019/9/6,298.0499878
2019/9/9,298.2000122
2019/9/10,298.1300049
2019/9/11,300.25
2019/9/12,301.2900085
2019/9/13,301.0899963
2019/9/16,300.1600037
2019/9/17,300.9200134
2019/9/18,301.1000061
2019/9/19,301.0799866
2019/9/20,298.2799988
2019/9/23,298.2099915
2019/9/24,295.8699951
2019/9/25,297.6199951
2019/9/26,297
2019/9/27,295.3999939
2019/9/30,296.769989
2019/10/1,293.2399902
2019/10/2,288.0599976
2019/10/3,290.4200134
2019/10/4,294.3500061
2019/10/7,293.0799866
2019/10/8,288.5299988
2019/10/9,291.269989
2019/10/10,293.2399902
2019/10/11,296.2799988
2019/10/14,295.9500122
2019/10/15,298.8800049
2019/10/16,298.3999939
2019/10/17,299.2799988
2019/10/18,297.9700012
2019/10/21,299.9899902
2019/10/22,299.0100098
2019/10/23,299.8800049
2019/10/24,300.3699951
2019/10/25,301.6000061
2019/10/28,303.2999878
2019/10/29,303.2099915
2019/10/30,304.1400146
2019/10/31,303.3299866
2019/11/1,306.1400146
2019/11/4,307.3699951
2019/11/5,307.0299988
2019/11/6,307.1000061
2019/11/7,308.1799927
2019/11/8,308.9400024
2019/11/11,308.3500061
2019/11/12,309
2019/11/13,309.1000061
2019/11/14,309.5499878
2019/11/15,311.7900085
2019/11/18,312.019989
2019/11/19,311.9299927
2019/11/20,310.769989
2019/11/21,310.269989
2019/11/22,310.9599915
2019/11/25,313.3699951
2019/11/26,314.0799866
2019/11/27,315.480011
2019/11/29,314.3099976
2019/12/2,311.6400146
2019/12/3,309.5499878
2019/12/4,311.4599915
2019/12/5,312.019989
2019/12/6,314.8699951
2019/12/9,313.8800049
2019/12/10,313.5299988
2019/12/11,314.4200134
2019/12/12,317.1300049
2019/12/13,317.3200073
2019/12/16,319.5
2019/12/17,319.5700073
2019/12/18,319.5899963
2019/12/19,320.8999939
2019/12/20,320.730011
2019/12/23,321.2200012
2019/12/24,321.230011
2019/12/26,322.9400024
2019/12/27,322.8599854
2019/12/30,321.0799866
2019/12/31,321.8599854
2020/1/2,324.8699951
2020/1/3,322.4100037
2020/1/6,323.6400146
2020/1/7,322.730011
2020/1/8,324.4500122
2020/1/9,326.6499939
2020/1/10,325.7099915
2020/1/13,327.9500122
2020/1/14,327.4500122
2020/1/15,328.1900024
2020/1/16,330.9200134
2020/1/17,331.9500122
2020/1/21,331.2999878
2020/1/22,331.3399963
2020/1/23,331.7200012
2020/1/24,328.769989
2020/1/27,323.5
2020/1/28,326.8900146
2020/1/29,326.6199951
2020/1/30,327.6799927
2020/1/31,321.730011
2020/2/3,324.1199951
2020/2/4,329.0599976
2020/2/5,332.8599854
2020/2/6,333.980011
2020/2/7,332.2000122
2020/2/10,334.6799927
2020/2/11,335.2600098
2020/2/12,337.4200134
2020/2/13,337.0599976
2020/2/14,337.6000061
2020/2/18,336.730011
2020/2/19,338.3399963
2020/2/20,336.9500122
2020/2/21,333.480011
2020/2/24,322.4200134
2020/2/25,312.6499939
2020/2/26,311.5
2020/2/27,297.5100098
2020/2/28,296.2600098
2020/3/2,309.0899963
2020/3/3,300.2399902
2020/3/4,312.8599854
2020/3/5,302.4599915
2020/3/6,297.4599915
2020/3/9,274.230011
2020/3/10,288.4200134
2020/3/11,274.3599854
2020/3/12,248.1100006
2020/3/13,269.3200073
2020/3/16,239.8500061
2020/3/17,252.8000031
2020/3/18,240
2020/3/19,240.5099945
2020/3/20,228.8000031
2020/3/23,222.9499969
2020/3/24,243.1499939
2020/3/25,246.7899933
2020/3/26,261.2000122
2020/3/27,253.4199982
2020/3/30,261.6499939
2020/3/31,257.75
2020/4/1,246.1499939
2020/4/2,251.8300018
2020/4/3,248.1900024
2020/4/6,264.8599854
2020/4/7,265.1300049
2020/4/8,274.0299988
2020/4/9,278.2000122
2020/4/13,275.6600037
2020/4/14,283.7900085
2020/4/15,277.7600098
2020/4/16,279.1000061
2020/4/17,286.6400146
2020/4/20,281.5899963
2020/4/21,273.0400085
2020/4/22,279.1000061
2020/4/23,279.0799866
2020/4/24,282.9700012
2020/4/27,287.0499878
2020/4/28,285.730011
2020/4/29,293.2099915
2020/4/30,290.480011
2020/5/1,282.7900085
2020/5/4,283.5700073
2020/5/5,286.1900024
2020/5/6,284.25
2020/5/7,287.6799927
2020/5/8,292.4400024
2020/5/11,292.5
2020/5/12,286.6700134
2020/5/13,281.6000061
2020/5/14,284.9700012
2020/5/15,286.2799988
2020/5/18,295
2020/5/19,291.9700012
2020/5/20,296.9299927
2020/5/21,294.8800049
2020/5/22,295.4400024
2020/5/26,299.0799866
2020/5/27,303.5299988
2020/5/28,302.9700012
2020/5/29,304.3200073
2020/6/1,305.5499878
2020/6/2,308.0799866
2020/6/3,312.1799927
2020/6/4,311.3599854
2020/6/5,319.3399963
2020/6/8,323.2000122
2020/6/9,320.7900085
2020/6/10,319
2020/6/11,300.6099854
2020/6/12,304.2099915
2020/6/15,307.0499878
2020/6/16,312.9599915
2020/6/17,311.6600037
2020/6/18,311.7799988
2020/6/19,308.6400146
2020/6/22,310.6199951
2020/6/23,312.0499878
2020/6/24,304.0899963
2020/6/25,307.3500061
2020/6/26,300.0499878
2020/6/29,304.4599915
2020/6/30,308.3599854
2020/7/1,310.519989
2020/7/2,312.230011
2020/7/6,317.0499878
2020/7/7,313.7799988
2020/7/8,316.1799927
2020/7/9,314.3800049
2020/7/10,317.5899963
2020/7/13,314.8399963
2020/7/14,318.9200134
2020/7/15,321.8500061
2020/7/16,320.7900085
2020/7/17,321.7200012
2020/7/20,324.3200073
2020/7/21,325.0100098
2020/7/22,326.8599854
2020/7/23,322.9599915
2020/7/24,320.8800049
2020/7/27,323.2200012
2020/7/28,321.1700134
2020/7/29,325.1199951
2020/7/30,323.9599915
2020/7/31,326.519989
2020/8/3,328.7900085
2020/8/4,330.0599976
2020/8/5,332.1099854
2020/8/6,334.3299866
2020/8/7,334.5700073
2020/8/10,335.5700073
2020/8/11,332.7999878
2020/8/12,337.4400024
2020/8/13,336.8299866
2020/8/14,336.8399963
2020/8/17,337.9100037
2020/8/18,338.6400146
2020/8/19,337.230011
2020/8/20,338.2799988
2020/8/21,339.480011
2020/8/24,342.9200134
2020/8/25,344.1199951
2020/8/26,347.5700073
2020/8/27,348.3299866
2020/8/28,350.5799866
2020/8/31,349.3099976
2020/9/1,352.6000061
2020/9/2,357.7000122
2020/9/3,345.3900146
2020/9/4,342.5700073
2020/9/8,333.2099915
2020/9/9,339.7900085
2020/9/10,333.8900146
2020/9/11,334.0599976
2020/9/14,338.4599915
2020/9/15,340.1700134
2020/9/16,338.8200073
2020/9/17,335.8399963
2020/9/18,330.6499939
2020/9/21,326.9700012
2020/9/22,330.2999878
2020/9/23,322.6400146
2020/9/24,323.5
2020/9/25,328.730011
2020/9/28,334.1900024
2020/9/29,332.3699951
2020/9/30,334.8900146
2020/10/1,337.0400085
2020/10/2,333.8399963
2020/10/5,339.7600098
2020/10/6,334.9299927
2020/10/7,340.7600098
2020/10/8,343.7799988
2020/10/9,346.8500061
2020/10/12,352.4299927
2020/10/13,350.1300049
2020/10/14,347.9299927
2020/10/15,347.5
2020/10/16,347.2900085
2020/10/19,342.0100098
2020/10/20,343.3800049
2020/10/21,342.730011
2020/10/22,344.6099854
2020/10/23,345.7799988
2020/10/26,339.3900146
2020/10/27,338.2200012
2020/10/28,326.6600037
2020/10/29,329.980011
2020/10/30,326.5400085
2020/11/2,330.2000122
2020/11/3,336.0299988
2020/11/4,343.5400085
2020/11/5,350.2399902
2020/11/6,350.1600037
2020/11/9,354.5599976
2020/11/10,354.0400085
2020/11/11,356.6700134
2020/11/12,353.2099915
2020/11/13,358.1000061
2020/11/16,362.5700073
2020/11/17,360.6199951
2020/11/18,356.2799988
2020/11/19,357.7799988
2020/11/20,355.3299866
2020/11/23,357.4599915
2020/11/24,363.2200012
2020/11/25,362.6600037
2020/11/27,363.6700134
2020/11/30,362.0599976
2020/12/1,366.019989
2020/12/2,366.7900085
2020/12/3,366.6900024
2020/12/4,369.8500061
2020/12/7,369.0899963
2020/12/8,370.1700134
2020/12/9,366.8500061
2020/12/10,366.730011
2020/12/11,366.2999878
2020/12/14,364.6600037
2020/12/15,369.5899963
2020/12/16,370.1700134
2020/12/17,372.2399902
2020/12/18,369.1799927
2020/12/21,367.8599854
2020/12/22,367.2399902
2020/12/23,367.5700073
2020/12/24,369
